#,Title,Artist,Release,BPM,Energy,Dance,Loud,Valence,Length,Acoustic,Pop.,A.Sep,Rnd,Genre
123,Etude No. 2,Philip Glass,2001-05-01,101,17,24,-20,4,4:56,99,49,40,6121,Classical
124,"Symphony No. 104 in D Major, Hob.I:104 ""London"": 4. Finale (Spiritoso) - Live from City Recital Hall, Sydney, 2018",Joseph Haydn,2019-08-30,74,18,44,-17,37,6:21,84,41,41,9038,Classical
125,"Prelude & Fughetta in G Major, BWV 902: I. Prelude",Johann Sebastian Bach,2018-09-07,101,25,38,-25,81,3:26,99,46,216,6292,Classical
126,3 Pieces for cello and piano: No. 1. Modere,Nadia Boulanger,2010-02-23,87,2,16,-31,8,2:37,99,50,316,2036,Classical
127,"Kinderszenen, Op. 15: No. 7 in F Major, Träumerei",Robert Schumann,1989-01-01,130,1,50,-30,31,3:07,100,60,104,7894,Classical
128,"Symphony No. 4 in E-Flat Major, WAB 104, ""Romantic"": I. Bewegt, nicht zu schnell - Live",Anton Bruckner,1998-07-13,61,7,7,-19,4,19:10,95,41,158,9870,Classical
129,Lohengrin: Prelude,Richard Wagner,1988-10-06,75,5,7,-25,3,9:56,93,48,86,5417,Classical
130,"Nocturne No. 1 in B flat minor, Op. 9 No. 1",Frédéric Chopin,2010-01-01,62,2,34,-25,4,5:34,98,51,137,9295,Classical
131,3 Gymnopédies: No. 1 Lent et douloureux,Erik Satie,2002-01-01,74,0,59,-36,18,3:40,100,56,230,8734,Classical
132,Violin Concerto BWV 1042 in E Major: Violin Concerto BWV 1042 in E Major: I. Allegro,Johann Sebastian Bach,2013-03-25,99,32,44,-14,67,7:34,83,50,247,7326,Classical
133,"Holberg Suite, Op. 40: I. Präludium (Allegro vivace)",Edvard Grieg,2001-01-01,135,6,23,-23,27,3:00,92,38,409,8721,Classical
134,"Cello Concerto No. 1 in C Major, Hob.VIIb:1: III. Allegro molto",Joseph Haydn,1998-01-06,147,12,38,-23,45,7:04,98,42,346,4086,Classical
135,"Prélude à l'après-midi d'un faune, L.86",Claude Debussy,1989-01-01,90,3,10,-30,3,10:44,96,43,136,8937,Classical
136,"Tchaikovsky: The Nutcracker, Op. 71, Act I, Scene 1: No. 2, March",Pyotr Ilyich Tchaikovsky,2010-10-11,150,12,44,-23,51,2:26,98,54,487,2722,Classical
137,"Scottish Fantasy for Violin and Orchestra, Op. 46: I. Introduction: Grave, Adagio cantabile",Max Bruch,2018-06-22,60,23,11,-15,4,8:50,88,44,716,3811,Classical
138,"String Quartet No. 62 in C Major, Op. 76, No. 3, Hob.III:77, ""Emperor"": II. Poco adagio, cantabile",Joseph Haydn,1988-10-06,106,4,16,-28,11,7:43,98,47,701,4692,Classical
139,"Concerto for 2 Mandolins, Strings and Continuo in G Major, RV. 532: III. Allegro",Antonio Vivaldi,1986-01-01,144,21,55,-21,79,3:51,76,53,114,5149,Classical
140,The Lamb,John Tavener,2019-08-09,72,5,9,-23,3,3:57,92,41,317,7095,Classical
141,"Pièces de Clavecin, Livre II, 6e ordre: V. Les Baricades Mistérieuses",François Couperin,2007-11-06,111,9,19,-26,35,1:40,99,43,57,4475,Classical
142,"Rigoletto: ""La donna è mobile""",Giuseppe Verdi,2020-03-06,133,25,37,-10,38,2:22,97,46,87,2695,Classical
143,"Vaughan Williams: Job, a Masque for Dancing, Scene 9: Epilogue",Ralph Vaughan Williams,1998,99,0,13,-44,4,3:28,87,41,718,876,Classical
144,The Firebird (L'oiseau De Feu) - Suite (1919): Finale,Igor Stravinsky,2009-01-01,78,23,12,-17,6,3:12,73,45,719,9249,Classical
