#,Title,Artist,Release,BPM,Energy,Dance,Loud,Valence,Length,Acoustic,Pop.,A.Sep,Rnd,Genre
143,Everybody Wants To Rule The World,Tears For Fears,1985-02-25,112,80,65,-12,54,4:11,35,86,345,8429,Pop
144,Victoria's Secret,Jax,2022-06-30,167,56,59,-8,52,2:56,1,80,346,7295,Pop
145,People You Know,Selena Gomez,2020-01-10,150,62,70,-8,62,3:15,9,80,787,3278,Pop
146,Only Love Can Hurt Like This - Sped Up Version,Paloma Faith,2022-08-05,128,98,67,-5,69,2:46,15,67,347,5724,Pop
147,Memories,Conan Gray,2022-06-24,113,68,34,-6,56,4:09,1,78,252,2541,Pop
148,Bubblegum Bitch,MARINA,2012-04-30,158,86,50,-5,61,2:35,0,76,162,353,Pop
149,Gimme! Gimme! Gimme! (A Man After Midnight),ABBA,1979,120,49,75,-10,54,4:53,2,81,348,3872,Pop
150,Mary On A Cross,Ghost,2019-09-13,130,90,47,-4,56,4:05,0,86,349,4456,Pop
151,Cool Kids,Echosmith,2013-10-04,130,67,72,-6,79,3:58,4,75,350,3583,Pop
152,I Think I Like When It Rains,WILLIS,2017-06-12,124,47,62,-7,28,4:38,4,74,351,3020,Pop
153,cinderella's dead,EMELINE,2022-04-01,120,61,60,-6,53,2:01,33,76,64,8897,Pop
154,Habits (Stay High),Tove Lo,2014-01-01,110,65,73,-4,35,3:29,7,73,36,616,Pop
155,Sorry To Me Too,Julia Michaels,2022-11-11,148,64,68,-7,39,3:30,39,69,163,3169,Pop
156,One Life,Dermot Kennedy,2022-11-18,174,83,46,-4,40,3:57,22,64,65,3805,Pop
157,Weapons,Ava Max,2022-11-10,170,85,51,-4,27,2:32,2,73,23,8072,Pop
158,The Way We Were (feat. Plested),Kygo,2022-11-11,122,59,60,-7,26,4:09,20,72,1,9181,Pop
159,Men On The Moon,Chelsea Cutler,2022-11-11,80,52,55,-8,11,3:41,2,68,352,5739,Pop
160,Nonsense,Sabrina Carpenter,2022-07-15,139,70,74,-5,73,2:44,3,77,788,7981,Pop
161,Stick Season,Noah Kahan,2022-10-14,118,49,66,-7,82,3:02,78,75,518,2542,Pop
162,About You,The 1975,2022-10-14,96,76,42,-7,46,5:26,31,81,66,1289,Pop
163,Con La Brisa,Foudeqush,2022-11-04,114,44,62,-10,25,2:47,51,78,164,554,Pop
164,Lose Your Love (with Matt Maeson),Gryffin,2022-11-04,150,88,51,-4,43,3:31,2,69,94,6831,Pop
165,The DJ Is Crying For Help,AJR,2022-11-18,145,65,54,-7,52,3:41,35,65,789,9898,Pop
166,Ghost of You,Mimi Webb,2022-10-07,126,86,74,-4,65,2:38,5,76,95,1594,Pop
167,Eyes On You,Nicky Youre,2022-11-18,132,79,73,-4,73,2:57,12,58,519,9963,Pop
168,Tripping Over Air,Aidan Bissett,2022-09-09,117,80,62,-5,60,3:02,0,71,165,22,Pop
169,Shut Up,Alan Walker,2022-11-18,176,61,38,-4,45,2:13,14,63,96,9561,Pop
170,Alone,Burna Boy,2022-11-04,90,67,61,-7,32,3:42,15,76,166,8100,Pop
171,Firebabe,Stormzy,2022-11-10,126,21,40,-13,9,3:40,89,68,353,5633,Pop
172,Suckerpunch,FLETCHER,2022-11-04,142,81,70,-5,31,2:18,16,68,382,4000,Pop
173,Difficult,Gracie Abrams,2022-10-07,146,59,60,-9,40,4:18,43,70,67,2079,Pop
174,I’m a Mess (with YUNGBLUD),Avril Lavigne,2022-11-03,91,67,47,-4,40,3:08,1,73,169,2854,Pop
175,CAIRO,KAROL G,2022-11-13,115,69,95,-4,43,3:21,47,78,97,4486,Pop
176,Loser,Charlie Puth,2022-10-06,102,62,70,-8,63,3:24,62,75,383,5440,Pop
177,Damn (You’ve Got Me Saying),Galantis,2022-11-11,122,84,67,-3,85,3:15,7,71,98,4879,Pop
178,messy in heaven,venbee,2022-09-23,172,84,62,-4,43,2:50,13,77,354,4281,Pop
179,Grapefruit,Tove Lo,2022-10-12,105,68,72,-5,16,3:51,0,70,384,5353,Pop
180,If Jesus Was A Rockstar,Kim Petras,2022-11-11,138,72,63,-5,73,2:51,4,66,355,671,Pop
181,Satellite,Khalid,2022-09-23,124,73,74,-7,73,3:07,3,75,170,6048,Pop
182,Never Gonna Not Dance Again,P!nk,2022-11-04,114,80,67,-4,77,3:46,3,75,171,9698,Pop
183,Never Let You Go,Jason Derulo,2022-11-04,127,83,61,-4,47,2:59,5,69,172,5301,Pop
184,For the Night,Chlöe,2022-10-28,79,82,46,-4,49,3:25,22,70,173,2687,Pop
185,Karma,Taylor Swift,2022-10-21,90,62,64,-7,10,3:25,7,89,476,8866,Pop
186,Locksmith,Sadie Jean,2022-10-07,99,35,57,-11,37,2:44,56,75,356,5948,Pop
187,Growing Sideways,Noah Kahan,2022-10-14,89,30,67,-9,54,4:15,74,72,1018,6654,Pop
188,Oh Caroline,The 1975,2022-10-14,97,85,65,-5,82,3:33,36,77,520,2563,Pop
189,Delilah (pull me out of this),Fred again..,2022-11-02,134,83,69,-8,59,4:11,14,63,174,7361,Pop
190,PSYCHO,Anne-Marie,2022-09-15,161,68,62,-5,74,2:42,1,80,175,6071,Pop
191,ANTIFRAGILE,LE SSERAFIM,2022-10-17,105,80,88,-3,82,3:04,8,87,176,4497,Pop
192,Let It Die,Ellie Goulding,2022-10-19,120,87,58,-5,70,2:47,44,72,357,2450,Pop
193,Charlie Be Quiet!,Charlie Puth,2022-10-06,95,66,75,-4,47,2:08,21,71,768,9633,Pop
194,SOMEONE ELSE'S PROBLEM,Ruel,2022-10-27,172,51,52,-6,44,2:40,30,68,99,1043,Pop
195,Kiss Me,Dermot Kennedy,2022-10-07,120,86,65,-2,46,3:49,0,76,521,7975,Pop
196,Fall In Love Alone,Stacey Ryan,2022-05-13,172,63,68,-5,52,3:25,32,82,358,3966,Pop
197,Celestial,Ed Sheeran,2022-09-29,123,85,57,-1,50,3:29,5,84,3,5565,Pop
