#,Title,Artist,Release,BPM,Energy,Dance,Loud,Valence,Length,Acoustic,Pop.,A.Sep,Rnd,Genre
231,141 - Versión Banda,Banda MS de Sergio Lizárraga,2022-10-21,122,54,79,-7,79,2:52,13,78,49,3066,Latin
232,Puro Campeón,Grupo Marca Registrada,2022-10-14,102,54,85,-8,79,3:16,36,81,96,1855,Latin
233,No Es Por Acá,Carin Leon,2022-07-08,98,37,75,-6,60,2:48,46,82,50,7009,Latin
234,Mentiras,Grupo Los de la O,2022-11-04,195,72,61,-7,67,3:55,22,63,295,8554,Latin
235,Enloquecido,Grupo Arriesgado,2022-08-26,98,73,78,-6,68,3:33,24,74,296,1763,Latin
236,Si Fuera Fácil,Grupo Marca Registrada,2022-05-27,101,68,79,-10,61,2:50,45,84,559,3193,Latin
237,Vamos Para Arriba,Junior H,2022-06-03,98,51,70,-7,63,2:52,50,78,35,7908,Latin
238,Y Si Me Miran,Natanael Cano,2022-11-04,139,67,60,-4,66,3:33,14,70,71,8824,Latin
239,Ahora Todo Es Diferente,Los Gemelos De Sinaloa,2022-03-22,109,58,84,-8,61,3:46,46,67,141,9224,Latin
240,Todo A Su Tiempo,LEGADO 7,2022-08-29,106,62,71,-7,53,3:38,34,68,641,4039,Latin
241,Préstame Tu Corazón,Efecto Elegante,2022-03-13,145,29,61,-10,64,3:02,65,75,297,3861,Latin
242,J.,Ivan Cornejo,2022-06-02,52,47,41,-10,10,3:55,67,78,72,9702,Latin
243,M En El Radar,La Adictiva,2022-10-27,115,60,79,-5,97,2:21,49,66,73,8552,Latin
244,Como Quieras Quiero,Eden Muñoz,2022-10-14,186,71,56,-8,96,2:02,64,72,74,3263,Latin
245,Que Te Vaya Bien,Julión Álvarez y su Norteño Banda,2022-08-19,98,47,67,-6,38,2:32,23,81,75,8484,Latin
246,Siempre Pendientes,Peso Pluma,2022-08-15,136,75,77,-7,71,3:07,33,86,298,4796,Latin
247,El Rescate,Grupo Marca Registrada,2022-07-22,99,59,79,-9,64,2:41,28,86,1117,6240,Latin
248,Los Botones Azules,Junior H,2022-02-11,98,74,78,-2,62,2:16,9,84,311,7877,Latin
249,A Mi Modo,Grupo Firme,2022-10-21,115,79,78,-5,78,3:10,11,69,362,3516,Latin
250,Sin Explicaciones,Alfredo Olivas,2022-09-30,155,65,63,-7,67,2:53,11,76,51,2994,Latin
251,Me Extraño,Romeo Santos,2022-08-30,95,52,64,-4,76,3:12,39,76,241,5351,Latin
252,Billete Grande (En Vivo),Fuerza Regida,2022-08-02,101,60,75,-6,56,2:44,53,84,52,633,Latin
253,Selfies,Natanael Cano,2022-10-14,134,68,78,-7,93,3:00,49,76,505,9161,Latin
254,El Ruddy,Edgardo Nuñez,2021-11-12,114,59,74,-9,79,3:04,12,76,642,6574,Latin
